"Sector_score","PARA_A","Score_A","Risk_A","PARA_B","Score_B","Risk_B","TOTAL","numbers","Risk_C","Money_Value","Score_MV","Risk_D","District_Loss","PROB","RiSk_E","History","Prob","Risk_F","Score","Inherent_Risk","CONTROL_RISK","Detection_Risk","Audit_Risk","Risk"
55.57,0.45,0.2,0.09,8.27,0.6,4.962,8.72,5,1,9.43,0.4,3.772,4,0.2,0.8,0.0392857142857143,0.2,0,3.6,10.624,0.8,0.5,4.2496,"fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,1.8,0.8,0.5,0.72,"not.fraudulent"
55.57,0.68,0.2,0.136,0,0.2,0,0.68,5,1,0,0.2,0,4,0.2,0.8,0,0.2,0,2.2,1.936,0.8,0.5,0.7744,"not.fraudulent"
55.57,1.67,0.4,0.668,0,0.2,0,1.67,5,1,0.06,0.2,0.012,4,0.2,0.8,0,0.2,0,2.4,2.48,0.8,0.5,0.992,"not.fraudulent"
55.57,1.05,0.4,0.42,2.17,0.6,1.302,3.22,5,1,0,0.2,0,4,0.2,0.8,0,0.2,0,3.6,3.522,0.8,0.5,1.4088,"fraudulent"
55.57,0.74,0.2,0.148,0,0.2,0,0.74,5,1,0,0.2,0,6,0.2,1.2,0,0.2,0,2.4,2.348,1.2,0.5,1.4088,"fraudulent"
55.57,0.51,0.2,0.102,1.36,0.4,0.544,1.87,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.6,2.046,0.4,0.5,0.4092,"not.fraudulent"
55.57,0,0.2,0,1.3,0.4,0.52,1.3,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.6,1.92,0.4,0.5,0.384,"not.fraudulent"
55.57,0.49,0.2,0.098,0,0.2,0,0.49,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.498,0.4,0.5,0.2996,"not.fraudulent"
55.57,0.73,0.2,0.146,0,0.2,0,0.73,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.546,0.4,0.5,0.3092,"not.fraudulent"
55.57,0.32,0.2,0.064,0,0.2,0,0.32,5,1.00149545772187,0,0.2,0,2,0.4,0.8,0,0.2,0,2.2,1.864,0.8,0.5,0.7456,"not.fraudulent"
55.57,1.63,0.4,0.652,0,0.2,0,1.63,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,2.052,0.4,0.5,0.4104,"not.fraudulent"
55.57,0.286311820693394,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
55.57,0.83,0.2,0.166,0,0.2,0,0.83,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.566,0.4,0.5,0.3132,"not.fraudulent"
55.57,0.57,0.2,0.114,0.503142863237715,0.4,0.504,1.83,5,1,0.1,0.2,0.02,2,0.2,0.4,0,0.2,0,2.6,2.038,0.4,0.5,0.4076,"not.fraudulent"
55.57,0.71,0.2,0.142,0,0.2,0,0.71,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.542,0.4,0.5,0.3084,"not.fraudulent"
55.57,0.15,0.2,0.03,0,0.2,0,0.15,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.43,0.4,0.5,0.286,"not.fraudulent"
55.57,1.26,0.4,0.504,0,0.2,0,1.26,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.904,0.4,0.5,0.3808,"not.fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5,1,0.01,0.2,0.002,2,0.2,0.4,0,0.2,0,2,1.402,0.4,0.5,0.2804,"not.fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,2.29436937722535,0.4,0.5,0.28,"not.fraudulent"
55.57,0.09,0.2,0.018,0,0.2,0,0.09,5,1.00149545772187,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.418,0.4,0.5,0.2836,"not.fraudulent"
55.57,0.51,0.2,0.102,0.03,0.2,0.006,0.54,5,1,0.428890860190197,0.2,0,2,0.2,0.4,0,0.2,0,2,1.508,0.4,0.5,0.3016,"not.fraudulent"
55.57,0.49,0.2,0.098,0,0.2,0,0.49,5,1,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0,2,1.502,0.4,0.5,0.3004,"not.fraudulent"
55.57,1.1,0.4,0.44,0,0.2,0,1.1,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,2.29436937722535,0.4,0.5,0.368,"not.fraudulent"
55.57,1.14,0.4,0.456,0,0.2,0,1.14,5,1,0,0.2,0,4,0.2,0.76991452991453,0,0.2,0,2.4,2.256,0.8,0.5,0.9024,"not.fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
55.57,2.3,0.6,1.38,0,0.2,0,2.33181606606231,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.4,2.78,0.4,0.5,0.556,"not.fraudulent"
55.57,1.6,0.4,0.64,0.49,0.2,0.098,2.09,5,1,88.34,0.6,53.004,2,0.2,0.4,0,0.2,0,2.6,55.142,0.4,0.5,11.0284,"fraudulent"
55.57,1.49,0.4,0.596,0,0.2,0,1.49,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.996,0.4,0.5,0.3992,"not.fraudulent"
55.57,0.42,0.2,0.084,0,0.200289855072463,0,0.42,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.484,0.4,0.5,0.2968,"not.fraudulent"
55.57,1.39,0.4,0.556,0,0.2,0,1.39,5,1.00149545772187,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.956,0.4,0.5,0.3912,"not.fraudulent"
55.57,0.07,0.2,0.014,0,0.2,0,0.07,5,1,0.428890860190197,0.2,0,2,0.2,0.4,0,0.2,0,2,1.414,0.4,0.5,0.2828,"not.fraudulent"
55.57,0.49,0.2,0.098,0.4,0.2,0.08,0.89,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.578,0.4,0.5,0.3156,"not.fraudulent"
55.57,0.88,0.2,0.176,0.54,0.2,0.108,1.42,5,1,0.11,0.2,0.022,2,0.2,0.4,0,0.2,0,2,1.706,0.4,0.5,0.3412,"not.fraudulent"
55.57,0,0.2,0,1.74,0.4,0.696,1.74,5,1.00149545772187,0,0.2,0,2,0.2,0.4,0,0.2,0,2.6,2.096,0.4,0.5,0.4192,"not.fraudulent"
55.57,1.28,0.4,0.512,0,0.2,0,1.28,5,1,0.22,0.2,0.044,2,0.2,0.4,0,0.2,0,2.2,1.956,0.4,0.5,0.3912,"not.fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
55.57,0.21,0.2,0.042,0,0.2,0,0.21,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.442,0.4,0.5,0.2884,"not.fraudulent"
55.57,0.92,0.2,0.103816965569782,0,0.2,0,0.92,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.584,0.4,0.5,0.3168,"not.fraudulent"
55.57,0.17,0.2,0.034,0,0.2,0,0.17,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.434,0.4,0.5,0.2868,"not.fraudulent"
55.57,0.26,0.2,0.052,0.0021,0.2,0.00042,0.2621,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.45242,0.4,0.5,0.290484,"not.fraudulent"
55.57,0.98,0.2,0.196,0,0.2,0,0.98,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.596,0.4,0.5,0.3192,"not.fraudulent"
55.57,0.41,0.2,0.082,0.11,0.2,0.022,0.52,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.504,0.4,0.5,0.3008,"not.fraudulent"
55.57,0.82,0.2,0.164,2.92,0.505802994107342,1.752,3.74,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,3.2,3.316,0.4,0.5,0.6632,"not.fraudulent"
55.57,0,0.2,0,11.68,0.6,7.008,11.68,5,1,0,0.2,0,2,0.2,0.4,0,0.2025,0,3.2,8.408,0.4,0.5,1.6816,"fraudulent"
55.57,0.62,0.2,0.124,0.47,0.2,0.094,1.09,5,1,0.58,0.2,0.116,2,0.2,0.4,0,0.2,0,2,1.734,0.4,0.5,0.3468,"not.fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5,1,3.57,0.2,0.714,2,0.2,0.4,0,0.2,0,2,2.114,0.4,0.5,0.4228,"not.fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
55.57,1.08,0.4,0.432,0,0.2,0,1.08,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.08189819540633,1.832,0.4,0.5,0.3664,"not.fraudulent"
55.57,0.7,0.2,0.14,0,0.2,0,0.7,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.54,0.4,0.5,0.308,"not.fraudulent"
55.57,1.36,0.4,0.544,0,0.200289855072463,0,1.36,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.944,0.4,0.5,0.3888,"not.fraudulent"
55.57,0.33,0.2,0.066,0.0013,0.2,0.00026,0.3313,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.46626,0.4,0.5,0.293252,"not.fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5,1.00149545772187,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
55.57,0.6,0.2,0.12,0,0.2,0,0.6,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.52,0.4,0.5,0.304,"not.fraudulent"
55.57,0.76,0.2,0.152,0,0.2,0,0.76,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.552,0.4,0.5,0.3104,"not.fraudulent"
55.57,0,0.2,0,2.99,0.6,1.794,2.99,5,1,0.06,0.2,0.012,2,0.2,0.4,0,0.2,0,3.2,3.206,0.4,0.5,0.6412,"not.fraudulent"
55.57,0,0.2,0,0,0.200289855072463,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
55.57,0.41,0.2,0.082,0,0.2,0,1.13920872411133,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.482,0.4,0.5,0.2964,"not.fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
55.57,0.82,0.2,0.164,0,0.2,0,0.82,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.564,0.4,0.5,0.3128,"not.fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
55.57,1.06,0.4,0.424,0.63,0.2,0.126,1.69,5,1,0.9,0.2,0.18,6,0.2,1.2,0,0.2,0,2.6,2.93,1.2,0.5,1.758,"fraudulent"
26.7340106957402,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
55.57,0.51,0.2,0.102,1.63,0.4,0.652,2.14,5,1,1.8,0.2,0.36,2,0.2,0.4,0,0.2,0,2.6,2.514,0.4,0.5,0.5028,"not.fraudulent"
55.57,1.06,0.4,0.424,0,0.2,0,1.06,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.824,0.4,0.5,0.3648,"not.fraudulent"
55.57,1.6,0.4,0.64,0,0.2,0,1.6,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,2.04,0.4,0.5,0.408,"not.fraudulent"
55.57,0.47,0.2,0.094,0.46,0.2,0.092,1.13920872411133,5,1,0.42,0.2,0.084,2,0.2,0.4,0,0.2,0,2,1.67,0.4,0.5,0.334,"not.fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5,1,0.02,0.2,0.004,2,0.2,0.4,0,0.2,0,2,1.404,0.4,0.5,0.2808,"not.fraudulent"
55.57,0,0.2,0,1.29,0.4,0.516,1.29,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.6,1.916,0.4,0.5,0.3832,"not.fraudulent"
55.57,0.7,0.2,0.14,0.79,0.2,0.158,1.49,5.5,2.2,1.91,0.2,0.382,2,0.2,0.4,0,0.2,0,2.4,3.28,0.4,0.5,0.656,"not.fraudulent"
55.57,0.2,0.2,0.04,0,0.2,0,0.2,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.44,0.4,0.5,0.288,"not.fraudulent"
55.57,1.4,0.4,0.56,0.06,0.2,0.012,1.46,5,1.00149545772187,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.972,0.4,0.5,0.3944,"not.fraudulent"
55.57,0.4,0.2,0.08,0.0025,0.2,5e-04,0.4025,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4805,0.4,0.5,0.2961,"not.fraudulent"
55.57,0.85,0.2,0.17,1,0.4,0.4,1.85,5,1,0.4,0.2,0.08,2,0.2,0.4,0,0.2,0,2.6,2.05,0.4,0.5,0.41,"not.fraudulent"
14.0935818625819,0,0.2,0,0.88,0.2,0.176,0.88,5,1,0.07,0.2,0.014,2,0.2,0.4,0,0.2,0,2,1.59,0.4,0.5,0.318,"not.fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
55.57,1.28,0.4,0.512,0,0.2,0,1.28,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.912,0.4,0.5,0.538966473132492,"not.fraudulent"
55.57,0,0.2,0,0.503142863237715,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
55.57,1.06,0.4,0.424,1.6,0.4,0.64,2.66,5,1,16.09,0.6,9.654,2,0.2,0.4,0,0.2,0,3.2,12.118,0.4,0.5,2.4236,"fraudulent"
55.57,0.25,0.2,0.05,0.0017,0.2,0.00034,0.2517,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.45034,0.4,0.5,0.290068,"not.fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,2.29436937722535,0.4,0.5,0.28,"not.fraudulent"
55.57,0.84,0.2,0.168,0,0.2,0,0.84,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.568,0.4,0.5,0.3136,"not.fraudulent"
55.57,1.29,0.4,0.516,0,0.2,0,1.29,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.916,0.4,0.5,0.3832,"not.fraudulent"
55.57,0.51,0.2,0.102,0.37,0.2,0.074,0.88,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.576,0.4,0.5,0.3152,"not.fraudulent"
55.57,0.09,0.2,0.018,0,0.2,0,0.09,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.418,0.4,0.5,0.2836,"not.fraudulent"
55.57,0.39,0.2,0.078,0.91,0.2,0.182,1.3,5,1.00149545772187,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.66,0.4,0.5,0.332,"not.fraudulent"
55.57,1.07,0.4,0.428,0.503142863237715,0.2,0,1.07,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.2,1.828,0.4,0.5,0.3656,"not.fraudulent"
55.57,0.5,0.2,0.1,2.97,0.6,1.782,3.47,5,1,0.18,0.2,0.036,2,0.2,0.4,0,0.2,0,3.2,3.318,0.4,0.5,0.6636,"not.fraudulent"
55.57,0.49,0.2,0.098,0.55,0.2,0.11,1.04,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.608,0.4,0.5,0.3216,"not.fraudulent"
55.57,0.84,0.2,0.168,0.65,0.2,0.13,1.49,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.698,0.4,0.5,0.3396,"not.fraudulent"
55.57,0,0.2,0,0,0.2,0,0,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.4,0.4,0.5,0.28,"not.fraudulent"
55.57,0.59,0.2,0.118,0,0.2,0,0.59,5,1,0.428890860190197,0.2,0,2,0.2,0.4,0,0.2,0,2,1.518,0.4,0.5,0.3036,"not.fraudulent"
55.57,1.48,0.4,0.592,4.48,0.6,2.688,5.96,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,3.4,4.68,0.4,0.5,1.1170323343901,"not.fraudulent"
55.57,0.8,0.2,0.16,0.57,0.2,0.114,1.37,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.674,0.4,0.5,0.3348,"not.fraudulent"
55.57,0.36,0.2,0.072,0.54,0.2,0.182530341258297,0.9,5,1,0.21,0.2,0.042,2,0.2,0.4,0,0.2,0,2,1.622,0.4,0.5,0.3244,"not.fraudulent"
55.57,0.44,0.2,0.088,0.53,0.2,0.106,0.97,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.594,0.4,0.5,0.3188,"not.fraudulent"
55.57,0.51,0.2,0.102,0.503142863237715,0.2,0.1,1.01,5,1,0.09,0.2,0.018,2,0.2,0.4,0,0.2,0,2,1.62,0.4,0.5,0.324,"not.fraudulent"
55.57,0.75,0.2,0.15,0.45,0.2,0.09,1.2,5,1.00149545772187,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.64,0.4,0.5,0.328,"not.fraudulent"
55.57,0.47,0.2,0.094,0.37,0.2,0.074,0.84,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.568,0.4,0.5,0.3136,"not.fraudulent"
55.57,0.24,0.2,0.048,0.04,0.2,0.008,0.28,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2,1.456,0.4,0.5,0.2912,"not.fraudulent"
55.57,0.2,0.2,0.04,0,0.2,0,0.2,5,1,0,0.2,0,2,0.2,0.4,0,0.2,0,2.02357081445395,1.44,0.4,0.5,0.288,"not.fraudulent"
55.57,0,0.2,0,0.503142863237715,0.2,0,0,5,1,0.32,0.2,0.064,2,0.2,0.4,0,0.2,0,2,1.464,0.4,0.5,0.2928,"not.fraudulent"
